"Nome comercial","Nome da oportunidade","Telefone principal","Instagram","Segmento","Fonte","Tags","Dor provavel","Gancho - Abordagem","Observacoes"
"Le Blonde Cosmeticos","NUC TikTok Shop x Le Blonde Cosmeticos","+55 24 99859-7698","https://www.google.com/search?q=Le+Blonde+Cosmeticos+Barra+Mansa+instagram","Beleza e Cosmeticos","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas limitadas ao fluxo da loja fisica e Instagram organico; clientes compram uma vez e nao voltam; dificuldade em competir com e-commerces grandes; estoque parado de produtos que nao giram.","Pesquisei os negocios de Barra Mansa com maior potencial no TikTok Shop e a Le Blonde Cosmeticos se destacou. Cosmeticos e perfumaria lideram as vendas na plataforma globalmente - quero apresentar como implementar isso no seu negocio com zero esforco da sua parte.","Empresa: Le Blonde Cosmeticos | Local: Barra Mansa | Nota Google: 5.0 (11 avaliacoes) | Categorias: Loja de cosmético | RANKING TIKTOK SHOP: Beleza, Perfumaria e Cosmeticos - Categoria #1 global (22.5% do GMV) | POR QUE ESSE NEGOCIO: Categoria #1 do TikTok Shop globalmente (22.5% do GMV). Demos de antes/depois, reviews de produtos e tutoriais de maquiagem viralizam naturalmente. Perfumes e skincare tem ticket medio alto (R$40-180) e alta margem. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Fashion Hair Perfumaria","NUC TikTok Shop x Fashion Hair Perfumaria","+55 24 3323-8002","https://www.google.com/search?q=Fashion+Hair+Perfumaria+Barra+Mansa+instagram","Beleza e Cosmeticos","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas limitadas ao fluxo da loja fisica e Instagram organico; clientes compram uma vez e nao voltam; dificuldade em competir com e-commerces grandes; estoque parado de produtos que nao giram.","O TikTok Shop ja movimenta 22.5% do GMV global so em beleza e cosmeticos. A Fashion Hair Perfumaria vende exatamente o tipo de produto que mais converte em lives - perfumes, skincare, maquiagem. Quero mostrar como colocar seus produtos vendendo 24h no TikTok com uma apresentadora dedicada.","Empresa: Fashion Hair Perfumaria | Local: Barra Mansa | Nota Google: 4.4 (9 avaliacoes) | Categorias: Perfumaria | RANKING TIKTOK SHOP: Beleza, Perfumaria e Cosmeticos - Categoria #1 global (22.5% do GMV) | POR QUE ESSE NEGOCIO: Categoria #1 do TikTok Shop globalmente (22.5% do GMV). Demos de antes/depois, reviews de produtos e tutoriais de maquiagem viralizam naturalmente. Perfumes e skincare tem ticket medio alto (R$40-180) e alta margem. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Jeniffer Brasil Maquiadora EXPERT em NOIVAS - BARRA MANSA,Volta redonda, Angra dos Reis,Bananal, Resende","NUC TikTok Shop x Jeniffer Brasil Maquiadora EXPERT em NOIVAS - BARRA MANSA,Volta redonda, Angra dos Reis,Bananal, Resende","+55 24 97402-3090","https://www.instagram.com/jenifferbrasil/","Beleza e Cosmeticos","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas limitadas ao fluxo da loja fisica e Instagram organico; clientes compram uma vez e nao voltam; dificuldade em competir com e-commerces grandes; estoque parado de produtos que nao giram.","Pesquisei os negocios de Barra Mansa com maior potencial no TikTok Shop e a Jeniffer Brasil Maquiadora EXPERT em NOIVAS - BARRA MANSA,Volta redonda, Angra dos Reis,Bananal, Resende se destacou. Cosmeticos e perfumaria lideram as vendas na plataforma globalmente - quero apresentar como implementar isso no seu negocio com zero esforco da sua parte.","Empresa: Jeniffer Brasil Maquiadora EXPERT em NOIVAS - BARRA MANSA,Volta redonda, Angra dos Reis,Bananal, Resende | Local: Barra Mansa | Nota Google: 5.0 (9 avaliacoes) | Categorias: Estúdio de maquiagem | RANKING TIKTOK SHOP: Beleza, Perfumaria e Cosmeticos - Categoria #1 global (22.5% do GMV) | POR QUE ESSE NEGOCIO: Categoria #1 do TikTok Shop globalmente (22.5% do GMV). Demos de antes/depois, reviews de produtos e tutoriais de maquiagem viralizam naturalmente. Perfumes e skincare tem ticket medio alto (R$40-180) e alta margem. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Sillpresentes Variedades","NUC TikTok Shop x Sillpresentes Variedades","+55 24 99891-8116","https://www.google.com/search?q=Sillpresentes+Variedades+Barra+Mansa+instagram","Beleza e Cosmeticos","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas limitadas ao fluxo da loja fisica e Instagram organico; clientes compram uma vez e nao voltam; dificuldade em competir com e-commerces grandes; estoque parado de produtos que nao giram.","Beleza e a categoria numero 1 do TikTok Shop no mundo. A Sillpresentes Variedades tem 7 avaliacoes e ja e referencia local - imagine adicionar um canal de vendas onde uma apresentadora faz demos dos seus produtos ao vivo pra milhares de pessoas.","Empresa: Sillpresentes Variedades | Local: Barra Mansa | Nota Google: 5.0 (7 avaliacoes) | Categorias: Loja de presentes, Loja de produtos de beleza, Loja de cestas de presente, Loja de variedades | RANKING TIKTOK SHOP: Beleza, Perfumaria e Cosmeticos - Categoria #1 global (22.5% do GMV) | POR QUE ESSE NEGOCIO: Categoria #1 do TikTok Shop globalmente (22.5% do GMV). Demos de antes/depois, reviews de produtos e tutoriais de maquiagem viralizam naturalmente. Perfumes e skincare tem ticket medio alto (R$40-180) e alta margem. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"La Belle perfumaria","NUC TikTok Shop x La Belle perfumaria","+55 24 3323-0223","https://www.google.com/search?q=La+Belle+perfumaria+Barra+Mansa+instagram","Beleza e Cosmeticos","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas limitadas ao fluxo da loja fisica e Instagram organico; clientes compram uma vez e nao voltam; dificuldade em competir com e-commerces grandes; estoque parado de produtos que nao giram.","Pesquisei os negocios de Barra Mansa com maior potencial no TikTok Shop e a La Belle perfumaria se destacou. Cosmeticos e perfumaria lideram as vendas na plataforma globalmente - quero apresentar como implementar isso no seu negocio com zero esforco da sua parte.","Empresa: La Belle perfumaria | Local: Barra Mansa | Nota Google: 3.7 (6 avaliacoes) | Categorias: Perfumaria | RANKING TIKTOK SHOP: Beleza, Perfumaria e Cosmeticos - Categoria #1 global (22.5% do GMV) | POR QUE ESSE NEGOCIO: Categoria #1 do TikTok Shop globalmente (22.5% do GMV). Demos de antes/depois, reviews de produtos e tutoriais de maquiagem viralizam naturalmente. Perfumes e skincare tem ticket medio alto (R$40-180) e alta margem. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Perfumaria 16","NUC TikTok Shop x Perfumaria 16","+55 24 99842-1966","https://www.google.com/search?q=Perfumaria+16+Barra+Mansa+instagram","Beleza e Cosmeticos","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas limitadas ao fluxo da loja fisica e Instagram organico; clientes compram uma vez e nao voltam; dificuldade em competir com e-commerces grandes; estoque parado de produtos que nao giram.","O TikTok Shop ja movimenta 22.5% do GMV global so em beleza e cosmeticos. A Perfumaria 16 vende exatamente o tipo de produto que mais converte em lives - perfumes, skincare, maquiagem. Quero mostrar como colocar seus produtos vendendo 24h no TikTok com uma apresentadora dedicada.","Empresa: Perfumaria 16 | Local: Barra Mansa | Nota Google: 4.6 (5 avaliacoes) | Categorias: Perfumaria, Fornecedor de produtos de beleza, Loja de presentes | RANKING TIKTOK SHOP: Beleza, Perfumaria e Cosmeticos - Categoria #1 global (22.5% do GMV) | POR QUE ESSE NEGOCIO: Categoria #1 do TikTok Shop globalmente (22.5% do GMV). Demos de antes/depois, reviews de produtos e tutoriais de maquiagem viralizam naturalmente. Perfumes e skincare tem ticket medio alto (R$40-180) e alta margem. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Anju Cosméticos - Maquiagem","NUC TikTok Shop x Anju Cosméticos - Maquiagem","+55 24 99313-6537","https://www.google.com/search?q=Anju+Cosm%C3%A9ticos+-+Maquiagem+Barra+Mansa+instagram","Beleza e Cosmeticos","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas limitadas ao fluxo da loja fisica e Instagram organico; clientes compram uma vez e nao voltam; dificuldade em competir com e-commerces grandes; estoque parado de produtos que nao giram.","Pesquisei os negocios de Barra Mansa com maior potencial no TikTok Shop e a Anju Cosméticos - Maquiagem se destacou. Cosmeticos e perfumaria lideram as vendas na plataforma globalmente - quero apresentar como implementar isso no seu negocio com zero esforco da sua parte.","Empresa: Anju Cosméticos - Maquiagem | Local: Barra Mansa | Nota Google: 5.0 (3 avaliacoes) | Categorias: Loja de cosmético | RANKING TIKTOK SHOP: Beleza, Perfumaria e Cosmeticos - Categoria #1 global (22.5% do GMV) | POR QUE ESSE NEGOCIO: Categoria #1 do TikTok Shop globalmente (22.5% do GMV). Demos de antes/depois, reviews de produtos e tutoriais de maquiagem viralizam naturalmente. Perfumes e skincare tem ticket medio alto (R$40-180) e alta margem. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Fashion Hair Perfumaria Barão de Guapi.","NUC TikTok Shop x Fashion Hair Perfumaria Barão de Guapi.","+55 24 99996-3794","https://www.instagram.com/fashionhairperfumaria/","Beleza e Cosmeticos","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas limitadas ao fluxo da loja fisica e Instagram organico; clientes compram uma vez e nao voltam; dificuldade em competir com e-commerces grandes; estoque parado de produtos que nao giram.","Pesquisei os negocios de Barra Mansa com maior potencial no TikTok Shop e a Fashion Hair Perfumaria Barão de Guapi. se destacou. Cosmeticos e perfumaria lideram as vendas na plataforma globalmente - quero apresentar como implementar isso no seu negocio com zero esforco da sua parte.","Empresa: Fashion Hair Perfumaria Barão de Guapi. | Local: Barra Mansa | Nota Google: 5.0 (3 avaliacoes) | Categorias: Perfumaria | RANKING TIKTOK SHOP: Beleza, Perfumaria e Cosmeticos - Categoria #1 global (22.5% do GMV) | POR QUE ESSE NEGOCIO: Categoria #1 do TikTok Shop globalmente (22.5% do GMV). Demos de antes/depois, reviews de produtos e tutoriais de maquiagem viralizam naturalmente. Perfumes e skincare tem ticket medio alto (R$40-180) e alta margem. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Bella Cosméticos","NUC TikTok Shop x Bella Cosméticos","Prospectar presencialmente","https://www.google.com/search?q=Bella+Cosm%C3%A9ticos+Barra+Mansa+instagram","Beleza e Cosmeticos","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas limitadas ao fluxo da loja fisica e Instagram organico; clientes compram uma vez e nao voltam; dificuldade em competir com e-commerces grandes; estoque parado de produtos que nao giram.","O TikTok Shop ja movimenta 22.5% do GMV global so em beleza e cosmeticos. A Bella Cosméticos vende exatamente o tipo de produto que mais converte em lives - perfumes, skincare, maquiagem. Quero mostrar como colocar seus produtos vendendo 24h no TikTok com uma apresentadora dedicada.","Empresa: Bella Cosméticos | Local: Barra Mansa | Nota Google: 4.7 (3 avaliacoes) | Categorias: Loja de cosmético | RANKING TIKTOK SHOP: Beleza, Perfumaria e Cosmeticos - Categoria #1 global (22.5% do GMV) | POR QUE ESSE NEGOCIO: Categoria #1 do TikTok Shop globalmente (22.5% do GMV). Demos de antes/depois, reviews de produtos e tutoriais de maquiagem viralizam naturalmente. Perfumes e skincare tem ticket medio alto (R$40-180) e alta margem. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Perfumaria Fashion Hair","NUC TikTok Shop x Perfumaria Fashion Hair","+55 24 3323-4140","https://www.google.com/search?q=Perfumaria+Fashion+Hair+Barra+Mansa+instagram","Beleza e Cosmeticos","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas limitadas ao fluxo da loja fisica e Instagram organico; clientes compram uma vez e nao voltam; dificuldade em competir com e-commerces grandes; estoque parado de produtos que nao giram.","Beleza e a categoria numero 1 do TikTok Shop no mundo. A Perfumaria Fashion Hair tem 2 avaliacoes e ja e referencia local - imagine adicionar um canal de vendas onde uma apresentadora faz demos dos seus produtos ao vivo pra milhares de pessoas.","Empresa: Perfumaria Fashion Hair | Local: Barra Mansa | Nota Google: 4.0 (2 avaliacoes) | Categorias: Loja de cosmético | RANKING TIKTOK SHOP: Beleza, Perfumaria e Cosmeticos - Categoria #1 global (22.5% do GMV) | POR QUE ESSE NEGOCIO: Categoria #1 do TikTok Shop globalmente (22.5% do GMV). Demos de antes/depois, reviews de produtos e tutoriais de maquiagem viralizam naturalmente. Perfumes e skincare tem ticket medio alto (R$40-180) e alta margem. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"DJD Essence & Imports I Perfumaria em Barra Mansa","NUC TikTok Shop x DJD Essence & Imports I Perfumaria em Barra Mansa","Prospectar presencialmente","https://www.google.com/search?q=DJD+Essence+%26+Imports+I+Perfumaria+em+Barra+Mansa+Barra+Mansa+instagram","Beleza e Cosmeticos","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas limitadas ao fluxo da loja fisica e Instagram organico; clientes compram uma vez e nao voltam; dificuldade em competir com e-commerces grandes; estoque parado de produtos que nao giram.","Pesquisei os negocios de Barra Mansa com maior potencial no TikTok Shop e a DJD Essence & Imports I Perfumaria em Barra Mansa se destacou. Cosmeticos e perfumaria lideram as vendas na plataforma globalmente - quero apresentar como implementar isso no seu negocio com zero esforco da sua parte.","Empresa: DJD Essence & Imports I Perfumaria em Barra Mansa | Local: Barra Mansa | Nota Google: 5.0 (2 avaliacoes) | Categorias: Perfumaria, Fornecedor de produtos de beleza, Loja de cosmético | RANKING TIKTOK SHOP: Beleza, Perfumaria e Cosmeticos - Categoria #1 global (22.5% do GMV) | POR QUE ESSE NEGOCIO: Categoria #1 do TikTok Shop globalmente (22.5% do GMV). Demos de antes/depois, reviews de produtos e tutoriais de maquiagem viralizam naturalmente. Perfumes e skincare tem ticket medio alto (R$40-180) e alta margem. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
