"Nome comercial","Nome da oportunidade","Telefone principal","Instagram","Segmento","Fonte","Tags","Dor provavel","Gancho - Abordagem","Observacoes"
"Pro Gold Suplementos","NUC TikTok Shop x Pro Gold Suplementos","+55 24 99917-2999","https://www.google.com/search?q=Pro+Gold+Suplementos+Barra+Mansa+instagram","Saude e Bem-Estar","Prospeccao Ativa - TikTok Shop","Barra Mansa","Cliente precisa de educacao antes de comprar; concorrencia com e-commerces especializados; dificuldade em escalar vendas alem do bairro; margem pressionada por distribuidores.","Suplementos e produtos naturais lideram o crescimento no TikTok Shop globalmente. A Pro Gold Suplementos tem 11 avaliacoes e ja e confiavel - imagine adicionar um canal onde uma apresentadora explica e vende seus produtos ao vivo.","Empresa: Pro Gold Suplementos | Local: Barra Mansa | Nota Google: 4.8 (11 avaliacoes) | Categorias: Loja de vitaminas e suplementos | RANKING TIKTOK SHOP: Saude, Wellness e Suplementos - Categoria #5 global (11.2% do GMV) | POR QUE ESSE NEGOCIO: Categoria #3 global (11.2% GMV) e a que MAIS CRESCE (+55%). Suplementos, produtos naturais e wellness tem demanda explosiva. Conteudo educativo + venda = combinacao perfeita no TikTok. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Herbalife Shake Panyelle Barra Mansa - Rio de Janeiro","NUC TikTok Shop x Herbalife Shake Panyelle Barra Mansa - Rio de Janeiro","+55 24 99942-5312","https://www.google.com/search?q=Herbalife+Shake+Panyelle+Barra+Mansa+-+Rio+de+Janeiro+Barra+Mansa+instagram","Saude e Bem-Estar","Prospeccao Ativa - TikTok Shop","Barra Mansa","Cliente precisa de educacao antes de comprar; concorrencia com e-commerces especializados; dificuldade em escalar vendas alem do bairro; margem pressionada por distribuidores.","Saude e wellness e a categoria que MAIS CRESCE no TikTok Shop (+55% ao ano). A Herbalife Shake Panyelle Barra Mansa - Rio de Janeiro vende exatamente o que essa demanda explosiva procura. Quero mostrar como uma apresentadora pode educar e vender seus produtos em lives.","Empresa: Herbalife Shake Panyelle Barra Mansa - Rio de Janeiro | Local: Barra Mansa | Nota Google: 4.3 (11 avaliacoes) | Categorias: Fornecedor de produtos alimentícios, Diner, Restaurante de alimentos sem glúten, Restaurante de comida natural, Herbalista, Loja de sucos, Restaurante, Casa de chá, Centro de bem-estar, Programa de bem-estar | RANKING TIKTOK SHOP: Saude, Wellness e Suplementos - Categoria #5 global (11.2% do GMV) | POR QUE ESSE NEGOCIO: Categoria #3 global (11.2% GMV) e a que MAIS CRESCE (+55%). Suplementos, produtos naturais e wellness tem demanda explosiva. Conteudo educativo + venda = combinacao perfeita no TikTok. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Mundo dos Suplementos","NUC TikTok Shop x Mundo dos Suplementos","+55 24 99998-8657","https://instagram.com/mundo.dos.suplementosbm?igshid=YmMyMTA2M2Y=","Saude e Bem-Estar","Prospeccao Ativa - TikTok Shop","Barra Mansa","Cliente precisa de educacao antes de comprar; concorrencia com e-commerces especializados; dificuldade em escalar vendas alem do bairro; margem pressionada por distribuidores.","Saude e wellness e a categoria que MAIS CRESCE no TikTok Shop (+55% ao ano). A Mundo dos Suplementos vende exatamente o que essa demanda explosiva procura. Quero mostrar como uma apresentadora pode educar e vender seus produtos em lives.","Empresa: Mundo dos Suplementos | Local: Barra Mansa | Nota Google: 5.0 (8 avaliacoes) | Categorias: Loja de vitaminas e suplementos | RANKING TIKTOK SHOP: Saude, Wellness e Suplementos - Categoria #5 global (11.2% do GMV) | POR QUE ESSE NEGOCIO: Categoria #3 global (11.2% GMV) e a que MAIS CRESCE (+55%). Suplementos, produtos naturais e wellness tem demanda explosiva. Conteudo educativo + venda = combinacao perfeita no TikTok. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Mundo Fit BM","NUC TikTok Shop x Mundo Fit BM","+55 24 99939-4767","https://www.google.com/search?q=Mundo+Fit+BM+Barra+Mansa+instagram","Saude e Bem-Estar","Prospeccao Ativa - TikTok Shop","Barra Mansa","Cliente precisa de educacao antes de comprar; concorrencia com e-commerces especializados; dificuldade em escalar vendas alem do bairro; margem pressionada por distribuidores.","Suplementos e produtos naturais lideram o crescimento no TikTok Shop globalmente. A Mundo Fit BM tem 7 avaliacoes e ja e confiavel - imagine adicionar um canal onde uma apresentadora explica e vende seus produtos ao vivo.","Empresa: Mundo Fit BM | Local: Barra Mansa | Nota Google: 5.0 (7 avaliacoes) | Categorias: Restaurante de comida natural | RANKING TIKTOK SHOP: Saude, Wellness e Suplementos - Categoria #5 global (11.2% do GMV) | POR QUE ESSE NEGOCIO: Categoria #3 global (11.2% GMV) e a que MAIS CRESCE (+55%). Suplementos, produtos naturais e wellness tem demanda explosiva. Conteudo educativo + venda = combinacao perfeita no TikTok. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"CPX COMPLEXO MULTIMARCAS E SUPLEMENTOS","NUC TikTok Shop x CPX COMPLEXO MULTIMARCAS E SUPLEMENTOS","+55 24 99922-8385","https://www.google.com/search?q=CPX+COMPLEXO+MULTIMARCAS+E+SUPLEMENTOS+Barra+Mansa+instagram","Saude e Bem-Estar","Prospeccao Ativa - TikTok Shop","Barra Mansa","Cliente precisa de educacao antes de comprar; concorrencia com e-commerces especializados; dificuldade em escalar vendas alem do bairro; margem pressionada por distribuidores.","Saude e wellness e a categoria que MAIS CRESCE no TikTok Shop (+55% ao ano). A CPX COMPLEXO MULTIMARCAS E SUPLEMENTOS vende exatamente o que essa demanda explosiva procura. Quero mostrar como uma apresentadora pode educar e vender seus produtos em lives.","Empresa: CPX COMPLEXO MULTIMARCAS E SUPLEMENTOS | Local: Barra Mansa | Nota Google: 5.0 (1 avaliacoes) | Categorias: Loja | RANKING TIKTOK SHOP: Saude, Wellness e Suplementos - Categoria #5 global (11.2% do GMV) | POR QUE ESSE NEGOCIO: Categoria #3 global (11.2% GMV) e a que MAIS CRESCE (+55%). Suplementos, produtos naturais e wellness tem demanda explosiva. Conteudo educativo + venda = combinacao perfeita no TikTok. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Sr Alecrim - Ano Bom | Barra Mansa","NUC TikTok Shop x Sr Alecrim - Ano Bom | Barra Mansa","+55 24 99837-0173","https://www.google.com/search?q=Sr+Alecrim+-+Ano+Bom+%7C+Barra+Mansa+Barra+Mansa+instagram","Saude e Bem-Estar","Prospeccao Ativa - TikTok Shop","Barra Mansa","Cliente precisa de educacao antes de comprar; concorrencia com e-commerces especializados; dificuldade em escalar vendas alem do bairro; margem pressionada por distribuidores.","Saude e wellness e a categoria que MAIS CRESCE no TikTok Shop (+55% ao ano). A Sr Alecrim - Ano Bom | Barra Mansa vende exatamente o que essa demanda explosiva procura. Quero mostrar como uma apresentadora pode educar e vender seus produtos em lives.","Empresa: Sr Alecrim - Ano Bom | Barra Mansa | Local: Barra Mansa | Nota Google: 5.0 (1 avaliacoes) | Categorias: Loja de produtos naturais | RANKING TIKTOK SHOP: Saude, Wellness e Suplementos - Categoria #5 global (11.2% do GMV) | POR QUE ESSE NEGOCIO: Categoria #3 global (11.2% GMV) e a que MAIS CRESCE (+55%). Suplementos, produtos naturais e wellness tem demanda explosiva. Conteudo educativo + venda = combinacao perfeita no TikTok. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"KING SUPLEMENTOS","NUC TikTok Shop x KING SUPLEMENTOS","+55 24 99859-9141","https://www.google.com/search?q=KING+SUPLEMENTOS+Barra+Mansa+instagram","Saude e Bem-Estar","Prospeccao Ativa - TikTok Shop","Barra Mansa","Cliente precisa de educacao antes de comprar; concorrencia com e-commerces especializados; dificuldade em escalar vendas alem do bairro; margem pressionada por distribuidores.","Saude e wellness e a categoria que MAIS CRESCE no TikTok Shop (+55% ao ano). A KING SUPLEMENTOS vende exatamente o que essa demanda explosiva procura. Quero mostrar como uma apresentadora pode educar e vender seus produtos em lives.","Empresa: KING SUPLEMENTOS | Local: Barra Mansa | Categorias: Loja de vitaminas e suplementos | RANKING TIKTOK SHOP: Saude, Wellness e Suplementos - Categoria #5 global (11.2% do GMV) | POR QUE ESSE NEGOCIO: Categoria #3 global (11.2% GMV) e a que MAIS CRESCE (+55%). Suplementos, produtos naturais e wellness tem demanda explosiva. Conteudo educativo + venda = combinacao perfeita no TikTok. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Nutri Care","NUC TikTok Shop x Nutri Care","Prospectar presencialmente","https://www.google.com/search?q=Nutri+Care+Barra+Mansa+instagram","Saude e Bem-Estar","Prospeccao Ativa - TikTok Shop","Barra Mansa","Cliente precisa de educacao antes de comprar; concorrencia com e-commerces especializados; dificuldade em escalar vendas alem do bairro; margem pressionada por distribuidores.","Saude e wellness e a categoria que MAIS CRESCE no TikTok Shop (+55% ao ano). A Nutri Care vende exatamente o que essa demanda explosiva procura. Quero mostrar como uma apresentadora pode educar e vender seus produtos em lives.","Empresa: Nutri Care | Local: Barra Mansa | Categorias: Loja de vitaminas e suplementos, Nutricionista | RANKING TIKTOK SHOP: Saude, Wellness e Suplementos - Categoria #5 global (11.2% do GMV) | POR QUE ESSE NEGOCIO: Categoria #3 global (11.2% GMV) e a que MAIS CRESCE (+55%). Suplementos, produtos naturais e wellness tem demanda explosiva. Conteudo educativo + venda = combinacao perfeita no TikTok. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Monstros e Musas Suplementos","NUC TikTok Shop x Monstros e Musas Suplementos","+55 24 99868-8153","https://www.google.com/search?q=Monstros+e+Musas+Suplementos+Barra+Mansa+instagram","Saude e Bem-Estar","Prospeccao Ativa - TikTok Shop","Barra Mansa","Cliente precisa de educacao antes de comprar; concorrencia com e-commerces especializados; dificuldade em escalar vendas alem do bairro; margem pressionada por distribuidores.","Suplementos e produtos naturais lideram o crescimento no TikTok Shop globalmente. A Monstros e Musas Suplementos tem 0 avaliacoes e ja e confiavel - imagine adicionar um canal onde uma apresentadora explica e vende seus produtos ao vivo.","Empresa: Monstros e Musas Suplementos | Local: Barra Mansa | Categorias: Loja de vitaminas e suplementos | RANKING TIKTOK SHOP: Saude, Wellness e Suplementos - Categoria #5 global (11.2% do GMV) | POR QUE ESSE NEGOCIO: Categoria #3 global (11.2% GMV) e a que MAIS CRESCE (+55%). Suplementos, produtos naturais e wellness tem demanda explosiva. Conteudo educativo + venda = combinacao perfeita no TikTok. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Health Supplements","NUC TikTok Shop x Health Supplements","Prospectar presencialmente","https://www.google.com/search?q=Health+Supplements+Barra+Mansa+instagram","Saude e Bem-Estar","Prospeccao Ativa - TikTok Shop","Barra Mansa","Cliente precisa de educacao antes de comprar; concorrencia com e-commerces especializados; dificuldade em escalar vendas alem do bairro; margem pressionada por distribuidores.","Suplementos e produtos naturais lideram o crescimento no TikTok Shop globalmente. A Health Supplements tem 0 avaliacoes e ja e confiavel - imagine adicionar um canal onde uma apresentadora explica e vende seus produtos ao vivo.","Empresa: Health Supplements | Local: Barra Mansa | Categorias: Loja de vitaminas e suplementos | RANKING TIKTOK SHOP: Saude, Wellness e Suplementos - Categoria #5 global (11.2% do GMV) | POR QUE ESSE NEGOCIO: Categoria #3 global (11.2% GMV) e a que MAIS CRESCE (+55%). Suplementos, produtos naturais e wellness tem demanda explosiva. Conteudo educativo + venda = combinacao perfeita no TikTok. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Comercial online","NUC TikTok Shop x Comercial online","+55 21 98263-9107","https://www.google.com/search?q=Comercial+online+Barra+Mansa+instagram","Saude e Bem-Estar","Prospeccao Ativa - TikTok Shop","Barra Mansa","Cliente precisa de educacao antes de comprar; concorrencia com e-commerces especializados; dificuldade em escalar vendas alem do bairro; margem pressionada por distribuidores.","Saude e wellness e a categoria que MAIS CRESCE no TikTok Shop (+55% ao ano). A Comercial online vende exatamente o que essa demanda explosiva procura. Quero mostrar como uma apresentadora pode educar e vender seus produtos em lives.","Empresa: Comercial online | Local: Barra Mansa | Categorias: Loja de vitaminas e suplementos | RANKING TIKTOK SHOP: Saude, Wellness e Suplementos - Categoria #5 global (11.2% do GMV) | POR QUE ESSE NEGOCIO: Categoria #3 global (11.2% GMV) e a que MAIS CRESCE (+55%). Suplementos, produtos naturais e wellness tem demanda explosiva. Conteudo educativo + venda = combinacao perfeita no TikTok. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Produtos Naturais Vida Abundante","NUC TikTok Shop x Produtos Naturais Vida Abundante","+55 24 99942-1440","https://www.google.com/search?q=Produtos+Naturais+Vida+Abundante+Barra+Mansa+instagram","Saude e Bem-Estar","Prospeccao Ativa - TikTok Shop","Barra Mansa","Cliente precisa de educacao antes de comprar; concorrencia com e-commerces especializados; dificuldade em escalar vendas alem do bairro; margem pressionada por distribuidores.","Suplementos e produtos naturais lideram o crescimento no TikTok Shop globalmente. A Produtos Naturais Vida Abundante tem 0 avaliacoes e ja e confiavel - imagine adicionar um canal onde uma apresentadora explica e vende seus produtos ao vivo.","Empresa: Produtos Naturais Vida Abundante | Local: Barra Mansa | Categorias: Loja de produtos naturais | RANKING TIKTOK SHOP: Saude, Wellness e Suplementos - Categoria #5 global (11.2% do GMV) | POR QUE ESSE NEGOCIO: Categoria #3 global (11.2% GMV) e a que MAIS CRESCE (+55%). Suplementos, produtos naturais e wellness tem demanda explosiva. Conteudo educativo + venda = combinacao perfeita no TikTok. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Pet Magic","NUC TikTok Shop x Pet Magic","Prospectar presencialmente","http://instagram.com/thepetmagic","Produtos Pet","Prospeccao Ativa - TikTok Shop","Barra Mansa","Concorrencia com grandes pet shops online; cliente compra por preco, nao por relacionamento; dificuldade em mostrar diferencial dos produtos; vendas limitadas a vizinhanca.","O mercado pet cresce 14% ao ano no Brasil e no TikTok Shop explode. A Pet Magic tem 225 avaliacoes - imagine petiscos, brinquedos e acessorios sendo apresentados ao vivo com bichinhos. A conversao e altissima.","Empresa: Pet Magic | Local: Barra Mansa | Nota Google: 5.0 (225 avaliacoes) | Categorias: Pet Shop | RANKING TIKTOK SHOP: Pet Shop - Categoria #6 global (~5% do GMV) | POR QUE ESSE NEGOCIO: Maior potencial VIRAL do TikTok. Produtos para pets unem emocao + entretenimento (pilares do algoritmo). Mercado pet brasileiro cresce 14% ao ano. Petiscos, brinquedos e roupinhas vendem muito em live. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
